17:03;150
17:04;242
17:05;230
17:06;217
17:07;162
17:08;111
17:09;27
15:05;1
15:07;10
15:08;41
15:09;6
15:10;20
15:11;49
15:12;52
15:13;56
15:14;64
15:15;97
15:16;106
15:17;127
15:18;115
15:19;153
15:20;155
15:21;173
15:22;155
15:23;196
15:24;207
15:25;226
15:26;230
15:27;238
15:28;250
15:29;252
15:30;264
15:31;265
15:32;273
15:33;278
15:34;276
15:35;285
15:36;396
15:37;462
15:38;315
15:39;278
15:40;369
15:41;344
15:42;298
15:43;367
15:44;349
15:45;216
15:46;468
15:47;504
15:48;364
15:49;210
15:50;388
15:51;232
15:52;349
15:53;352
15:54;345
15:55;342
15:56;277
15:57;374
15:58;341
15:59;90
16:10;10
16:11;24
16:12;26
16:13;29
16:14;31
16:15;52
16:16;56
16:17;62
16:18;50
16:19;87
16:20;83
16:21;84
16:22;80
16:23;95
16:24;124
16:25;127
16:26;107
16:27;119
16:28;146
16:29;148
16:30;136
16:31;145
16:32;158
16:33;164
16:34;176
16:35;168
16:36;198
16:37;187
16:38;204
16:39;194
16:40;214
16:41;205
16:42;227
16:43;228
16:44;202
16:45;235
16:46;289
16:47;242
16:48;271
16:49;268
16:50;279
16:51;255
16:52;299
16:53;281
16:54;311
16:55;317
16:56;275
16:57;296
16:58;326
16:59;327
17:00;338
17:01;253
17:02;327
17:03;289
17:04;290
17:05;302
17:06;377
17:07;245
17:08;382
17:09;173
17:10;277
17:11;434
17:12;340
17:13;258
17:14;305
17:15;325
17:16;409
17:17;319
17:18;338
17:19;177
17:20;323
17:21;203
17:22;308
17:23;344
17:24;254
17:25;203
17:26;306
17:27;341
17:28;256
17:29;295
17:30;273
17:31;301
17:32;207
17:33;168
17:34;250
17:35;293
17:36;233
17:37;223
17:38;327
17:39;305
17:40;255
17:41;281
17:42;350
17:43;241
17:44;322
17:45;241
17:46;135
18:03;6
18:04;2
18:05;5
01:57;1
01:58;23
01:59;7
02:07;11
02:11;12
02:12;4
03:07;18
03:08;71
03:09;103
03:10;106
03:11;129
03:12;66
03:23;23
03:24;33
03:25;2
03:26;45
03:27;105
03:28;109
03:29;112
03:30;137
03:31;209
03:32;225
03:33;226
03:34;260
03:35;307
03:36;356
03:37;330
03:38;352
03:39;417
03:40;436
03:41;380
03:42;371
03:43;354
03:44;439
03:45;392
03:46;243
03:47;341
03:48;426
03:49;426
03:50;392
03:51;371
03:52;450
03:53;417
03:54;349
03:55;358
03:56;448
03:57;449
03:58;359
03:59;346
04:00;379
04:01;28
04:02;60
04:03;65
04:04;27
04:05;220
04:06;309
04:07;439
04:08;112
04:09;35
04:10;51
04:11;27
04:25;13
04:26;70
04:27;95
04:28;98
04:29;122
04:30;183
04:31;215
04:32;207
04:33;232
04:34;267
04:35;328
04:36;335
04:37;339
04:38;374
04:39;431
04:40;416
04:41;363
04:42;378
04:43;402
04:44;371
04:45;358
04:46;377
04:47;416
04:48;444
04:49;357
04:50;357
04:51;409
04:52;442
04:53;352
04:54;361
04:55;389
04:56;431
04:57;384
04:58;376
04:59;375
05:00;440
05:01;412
05:02;360
05:03;371
05:04;403
05:05;441
05:06;333
05:07;397
05:08;400
05:09;449
05:10;382
05:11;467
05:12;525
05:13;554
05:14;489
05:15;521
05:16;609
05:17;671
05:18;594
05:19;619
05:20;694
05:21;680
05:22;642
05:23;792
05:24;954
05:25;759
05:26;724
05:27;572
05:28;696
05:29;647
05:30;652
05:31;648
05:32;688
05:33;607
05:34;665
05:35;627
05:36;671
05:37;617
05:38;629
05:39;614
05:40;593
05:41;669
05:42;669
05:43;591
05:44;617
05:45;616
05:46;599
05:47;623
05:48;603
05:49;657
05:50;628
05:51;626
05:52;514
17:03;2
17:04;6
17:05;24
17:06;28
17:07;38
17:08;29
17:09;50
17:10;49
17:11;68
17:12;55
17:13;63
17:14;72
17:15;90
17:16;93
17:17;103
17:18;106
17:19;109
17:20;109
17:21;135
17:22;128
17:23;140
17:24;140
17:25;160
17:26;160
17:27;180
17:28;182
17:29;176
17:30;165
17:31;208
17:32;200
17:33;196
17:34;209
17:35;232
17:36;219
17:37;229
17:38;226
17:39;265
17:40;249
17:41;253
17:42;254
17:43;290
17:44;282
17:45;271
17:46;276
17:47;297
17:48;329
17:49;297
17:50;318
17:51;330
17:52;345
17:53;336
17:54;390
17:55;354
17:56;399
17:57;442
17:58;325
17:59;383
18:00;438
18:01;606
18:02;309
18:03;449
18:04;599
18:05;453
18:06;391
18:07;436
18:08;630
18:09;576
18:10;381
18:11;375
18:12;639
18:13;396
18:14;478
18:15;387
18:16;474
18:17;461
18:18;560
18:19;369
18:20;448
18:21;516
18:22;423
18:23;496
18:24;440
18:25;394
18:26;618
18:27;482
18:28;458
18:29;408
18:30;571
18:31;473
18:32;414
18:33;367
18:34;380
18:35;495
18:36;522
18:37;490
18:38;469
18:39;518
18:40;497
18:41;390
18:42;454
18:43;560
18:44;483
18:45;570
18:46;374
18:47;486
18:48;458
18:49;507
18:50;593
18:51;522
18:52;389
18:53;413
18:54;495
18:55;494
18:56;472
18:57;374
18:58;587
18:59;442
19:00;351
