17:03;46;;;;;;
17:04;111;;;;;;
17:05;105;;;;;;
17:06;99;;;;;;
17:07;79;;;;;;
17:08;65;;;;;;
17:09;43;;;;;;
17:10;34;;;;;;
17:11;6;;;;;;
15:05;1;;;;;;
15:07;1;;;;;;
15:08;9;;;;;;
15:09;1;;;;;;
15:10;4;;;;;;
15:11;8;;;;;;
15:12;14;;;;;;
15:13;12;;;;;;
15:14;15;;;;;;
15:15;22;;;;;;
15:16;21;;;;;;
15:17;28;;;;;;
15:18;43;;;;;;
15:19;32;;;;;;
15:20;42;;;;;;
15:21;42;;;;;;
15:22;61;;;;;;
15:23;61;;;;;;
15:24;62;;;;;;
15:25;58;;;;;;
15:26;60;;;;;;
15:27;83;;;;;;
15:28;72;;;;;;
15:29;71;;;;;;
15:30;86;;;;;;
15:31;88;;;;;;
15:32;79;;;;;;
15:33;62;;;;;;
15:34;77;;;;;;
15:35;69;;;;;;
15:36;121;;;;;;
15:37;100;;;;;;
15:38;104;;;;;;
15:39;95;;;;;;
15:40;113;;;;;;
15:41;96;;;;;;
15:42;89;;;;;;
15:43;109;;;;;;
15:44;106;;;;;;
15:45;62;;;;;;
15:46;126;;;;;;
15:47;151;;;;;;
15:48;98;;;;;;
15:49;52;;;;;;
15:50;119;;;;;;
15:51;59;;;;;;
15:52;91;;;;;;
15:53;110;;;;;;
15:54;95;;;;;;
15:55;115;;;;;;
15:56;79;;;;;;
15:57;97;;;;;;
15:58;88;;;;;;
15:59;21;;;;;;
16:12;4;;;;;;
16:13;5;;;;;;
16:14;12;;;;;;
16:15;6;;;;;;
16:16;8;;;;;;
16:17;16;;;;;;
16:18;17;;;;;;
16:19;11;;;;;;
16:20;16;;;;;;
16:21;24;;;;;;
16:22;24;;;;;;
16:23;23;;;;;;
16:24;28;;;;;;
16:25;23;;;;;;
16:26;34;;;;;;
16:27;30;;;;;;
16:28;31;;;;;;
16:29;35;;;;;;
16:30;48;;;;;;
16:31;35;;;;;;
16:32;48;;;;;;
16:33;43;;;;;;
16:34;44;;;;;;
16:35;46;;;;;;
16:36;47;;;;;;
16:37;53;;;;;;
16:38;46;;;;;;
16:39;59;;;;;;
16:40;56;;;;;;
16:41;53;;;;;;
16:42;59;;;;;;
16:43;60;;;;;;
16:44;48;;;;;;
16:45;59;;;;;;
16:46;66;;;;;;
16:47;69;;;;;;
16:48;69;;;;;;
16:49;65;;;;;;
16:50;60;;;;;;
16:51;78;;;;;;
16:52;78;;;;;;
16:53;82;;;;;;
16:54;78;;;;;;
16:55;79;;;;;;
16:56;78;;;;;;
16:57;79;;;;;;
16:58;91;;;;;;
16:59;91;;;;;;
17:00;100;;;;;;
17:01;60;;;;;;
17:02;104;;;;;;
17:03;69;;;;;;
17:04;106;;;;;;
17:05;84;;;;;;
17:06;110;;;;;;
17:07;66;;;;;;
17:08;103;;;;;;
17:09;34;;;;;;
17:10;77;;;;;;
17:11;128;;;;;;
17:12;91;;;;;;
17:13;94;;;;;;
17:14;78;;;;;;
17:15;95;;;;;;
17:16;125;;;;;;
17:17;86;;;;;;
17:18;86;;;;;;
17:19;40;;;;;;
17:20;83;;;;;;
17:21;64;;;;;;
17:22;71;;;;;;
17:23;92;;;;;;
17:24;75;;;;;;
17:25;57;;;;;;
17:26;79;;;;;;
17:27;110;;;;;;
17:28;74;;;;;;
17:29;65;;;;;;
17:30;70;;;;;;
17:31;87;;;;;;
17:32;56;;;;;;
17:33;52;;;;;;
17:34;58;;;;;;
17:35;84;;;;;;
17:36;60;;;;;;
17:37;70;;;;;;
17:38;94;;;;;;
17:39;77;;;;;;
17:40;66;;;;;;
17:41;73;;;;;;
17:42;83;;;;;;
17:43;64;;;;;;
17:44;80;;;;;;
17:45;63;;;;;;
17:46;44;;;;;;
01:58;9;;;;;;
01:59;3;;;;;;
02:07;6;;;;;;
02:11;3;;;;;;
