17:03;40
17:04;75
17:05;70
17:06;93
17:07;69
17:08;68
17:09;42
17:10;43
17:11;27
17:12;10
15:06;2
15:08;6
15:09;1
15:10;4
15:11;7
15:12;8
15:13;13
15:14;18
15:15;23
15:16;19
15:17;20
15:18;30
15:19;24
15:20;27
15:21;34
15:22;47
15:23;36
15:24;40
15:25;42
15:26;39
15:27;44
15:28;41
15:29;51
15:30;57
15:31;46
15:32;49
15:33;38
15:34;52
15:35;46
15:36;83
15:37;81
15:38;68
15:39;66
15:40;75
15:41;59
15:42;67
15:43;67
15:44;78
15:45;43
15:46;94
15:47;97
15:48;75
15:49;37
15:50;79
15:51;40
15:52;72
15:53;63
15:54;70
15:55;71
15:56;64
15:57;81
15:58;75
15:59;16
16:13;1
16:14;4
16:15;6
16:16;6
16:17;9
16:18;8
16:19;9
16:20;11
16:21;17
16:22;9
16:23;16
16:24;14
16:25;17
16:26;13
16:27;20
16:28;17
16:29;21
16:30;22
16:31;26
16:32;21
16:33;27
16:34;31
16:35;27
16:36;27
16:37;32
16:38;33
16:39;35
16:40;33
16:41;43
16:42;44
16:43;31
16:44;36
16:45;43
16:46;56
16:47;37
16:48;46
16:49;48
16:50;61
16:51;55
16:52;51
16:53;46
16:54;63
16:55;59
16:56;47
16:57;50
16:58;64
16:59;64
17:00;53
17:01;54
17:02;59
17:03;64
17:04;48
17:05;54
17:06;69
17:07;61
17:08;55
17:09;32
17:10;65
17:11;101
17:12;65
17:13;48
17:14;65
17:15;69
17:16;76
17:17;62
17:18;49
17:19;44
17:20;71
17:21;43
17:22;55
17:23;69
17:24;57
17:25;42
17:26;55
17:27;82
17:28;55
17:29;47
17:30;57
17:31;60
17:32;41
17:33;39
17:34;51
17:35;50
17:36;58
17:37;54
17:38;73
17:39;67
17:40;48
17:41;57
17:42;55
17:43;43
17:44;62
17:45;59
17:46;33
18:04;1
18:05;2
01:58;8
02:11;1
02:12;1
03:07;3
03:08;14
03:09;19
03:10;19
03:11;22
03:12;13
03:23;4
03:24;9
03:25;1
03:26;8
03:27;17
03:28;22
03:29;18
03:30;35
03:31;40
03:32;44
03:33;33
03:34;50
03:35;65
03:36;59
03:37;63
03:38;63
03:39;88
03:40;100
03:41;73
03:42;65
03:43;71
03:44;92
03:45;74
03:46;43
03:47;70
03:48;75
03:49;81
03:50;71
03:51;80
03:52;88
03:53;74
03:54;75
03:55;77
03:56;86
03:57;85
03:58;74
03:59;56
04:00;72
04:01;5
04:02;13
04:03;11
04:04;7
04:05;39
04:06;53
04:07;66
04:08;32
04:09;7
04:10;4
04:11;8
04:25;3
04:26;33
04:27;21
04:28;39
04:29;41
04:30;53
04:31;59
04:32;69
04:33;63
04:34;65
04:35;89
04:36;91
04:37;89
04:38;86
04:39;104
04:40;108
04:41;77
04:42;57
04:43;74
04:44;81
04:45;66
04:46;56
04:47;79
04:48;88
04:49;78
04:50;63
04:51;68
04:52;88
04:53;78
04:54;64
04:55;68
04:56;84
04:57;86
04:58;65
04:59;66
05:00;72
05:01;92
05:02;59
05:03;66
05:04;75
05:05;96
05:06;62
05:07;61
05:08;73
05:09;99
05:10;74
05:11;71
05:12;139
05:13;132
05:14;113
05:15;120
05:16;154
05:17;152
05:18;151
05:19;140
05:20;143
05:21;158
05:22;136
05:23;187
05:24;188
05:25;156
05:26;150
05:27;105
05:28;126
05:29;126
05:30;142
05:31;119
05:32;113
05:33;136
05:34;136
05:35;113
05:36;119
05:37;136
05:38;128
05:39;135
05:40;103
05:41;126
05:42;128
05:43;133
05:44;117
05:45;116
05:46;105
05:47;134
05:48;123
05:49;112
05:50;129
05:51;130
05:52;109
17:04;3
17:05;2
17:06;3
17:07;7
17:08;8
17:09;6
17:10;6
17:11;11
17:12;13
17:13;17
17:14;15
17:15;19
17:16;20
17:17;19
17:18;17
17:19;19
17:20;18
17:21;25
17:22;26
17:23;16
17:24;29
17:25;34
17:26;30
17:27;28
17:28;29
17:29;38
17:30;38
17:31;27
17:32;43
17:33;43
17:34;37
17:35;45
17:36;42
17:37;39
17:38;44
17:39;38
17:40;35
17:41;63
17:42;49
17:43;53
17:44;40
17:45;58
17:46;57
17:47;50
17:48;50
17:49;58
17:50;64
17:51;62
17:52;56
17:53;73
17:54;81
17:55;67
17:56;61
17:57;83
17:58;83
17:59;70
18:00;73
18:01;112
18:02;71
18:03;70
18:04;110
18:05;73
18:06;93
18:07;77
18:08;115
18:09;88
18:10;85
18:11;86
18:12;118
18:13;66
18:14;101
18:15;70
18:16;84
18:17;84
18:18;101
18:19;90
18:20;89
18:21;92
18:22;82
18:23;122
18:24;86
18:25;75
18:26;102
18:27;115
18:28;87
18:29;69
18:30;88
18:31;115
18:32;97
18:33;70
18:34;68
18:35;129
18:36;109
18:37;102
18:38;80
18:39;101
18:40;119
18:41;83
18:42;69
18:43;94
18:44;119
18:45;112
18:46;76
18:47;91
18:48;114
18:49;111
18:50;108
18:51;89
18:52;102
18:53;92
18:54;96
18:55;93
18:56;84
18:57;80
18:58;109
18:59;54
19:00;54
